name,balance,num_cards,marital_status,tertiary_educated,success
Paul Stallman,-238773,12,single,true,false
Daniel Harold,-335772,7,married,true,false
Maryam Ali,-344911,9,single,true,true
Zach Lister,-203948,8,married,true,false
James Ornstein,-2087,9,divorced,true,false
Zach Hardy,-226920,20,divorced,false,true
Zach Hally,-235851,20,married,true,true
Annie Field,-348456,2,married,true,false
David Stallman,-9233,5,single,true,true
Clive George,-21348,6,single,false,true
Thomas Robertson,-207310,18,divorced,true,true
Zeb Ali,-300692,8,single,true,false
Sonny Olsen,-34666,12,married,false,true
Bob Robertson,-254802,13,divorced,true,true
David George,-325873,18,single,false,false
Daniel Levy,-191472,14,married,true,false
Sonny George,-28490,5,married,true,false
Daniel Ornstein,-195192,20,single,true,true
Sonny Hardy,-157458,9,single,true,true
Richard Ali,-268565,12,single,false,true
Richard Robertson,-110853,1,married,true,true
Maryam Hally,-112276,14,divorced,false,false
Zeb Hardy,-262571,10,divorced,true,false
Clive Levy,-138304,10,divorced,true,true
Sonny Hally,-338141,12,single,true,false
Paul Pixi,-45524,1,single,false,false
Annie Harold,-154818,5,divorced,true,false
Annie Stallman,-120942,9,married,true,true
David Stallman,-231813,19,divorced,false,false
Annie Ali,-116761,5,single,true,false
Ali Hardy,-169213,17,single,true,true
James Hardy,-75992,12,single,false,true
Paul Wesley,-35167,11,single,false,true
James Ousterhout,-176930,3,single,false,true
Clive Ornstein,-282728,6,divorced,true,true
Peter Olsen,-39627,6,divorced,true,false
Franklin Ali,-169681,7,married,false,true
Thomas Wesley,-259256,15,single,true,true
Paul Ornstein,-101486,20,married,true,false
Thomas Levy,-302829,16,divorced,false,false
Clive Ali,-291062,20,married,true,true
Franklin Lister,-21876,20,divorced,false,true
David Stallman,-245466,2,single,true,true
Clive Hally,-230065,18,divorced,true,true
Clive Harold,-50993,7,married,false,true
Daniel Wesley,-157080,12,divorced,false,true
Zach Harold,-312266,10,married,true,true
David George,-103622,7,married,false,false
David Pixi,-50204,5,married,true,false
James Field,-97456,11,divorced,true,true
Sonny Clarke,-151063,12,married,true,true
Peter Wesley,-276773,6,single,false,true
William Lister,-70823,18,divorced,false,true
Paul Ali,-9599,14,married,false,false
Ali Levy,-313619,9,divorced,true,true
Sonny Hally,-279915,8,single,false,true
James Hardy,-162113,17,married,true,false
Franklin Wesley,-3110,6,divorced,true,false
Nerris Stallman,-293768,0,married,true,false
Maryam Harold,-325146,16,married,true,true
William Stallman,-116617,4,married,true,false
Bob Hardy,-149650,10,single,true,true
Annie Hardy,-181027,7,single,true,true
Sonny Ornstein,-118597,1,divorced,true,true
Zach Levy,-67788,13,divorced,false,false
Annie Ousterhout,-45522,2,married,true,false
Maryam Harold,-129125,7,married,true,true
Zach Levy,-250882,20,divorced,true,true
Maryam Wesley,-210492,0,divorced,false,false
Sonny Hally,-43654,18,divorced,false,true
Annie Lister,-88977,17,single,false,true
Richard Stallman,-43753,2,married,false,false
Zach Ali,-253174,18,divorced,false,false
David Ornstein,-78744,8,married,false,false
Maryam Olsen,-235544,15,divorced,false,false
Zeb Stallman,-6476,14,married,true,false
David Hardy,-57079,0,married,true,true
Zeb George,-88060,18,single,false,true
Bob Ornstein,-234962,13,married,false,true
Daniel Clarke,-26723,2,single,false,false
Ali Olsen,-21143,3,married,false,true
Richard Ornstein,-327849,19,married,false,true
Peter Hardy,-199644,2,single,false,false
Clive George,-50434,4,divorced,false,true
Maryam Wesley,-116608,13,divorced,true,true
Ali Pixi,-27548,10,divorced,true,false
Annie Stallman,-347566,19,married,false,false
James Hardy,-91078,19,single,false,true
Franklin Wesley,-317808,6,divorced,false,true
Annie Stallman,-146866,5,married,false,false
David Harold,-169981,19,single,false,false
William Field,-260416,0,married,false,true
Paul Wesley,-255252,1,single,true,true
Daniel Ousterhout,-51809,3,married,false,true
Bob Clarke,-21196,12,single,true,true
Sonny Harold,-141585,19,divorced,true,false
Ali Lister,-297237,7,married,true,true
Peter Ali,-75631,19,divorced,false,true
Paul Ali,-258936,2,divorced,false,false
Daniel Robertson,-349603,1,married,false,true
Ali George,-276160,16,single,false,true
Maryam Pixi,-304018,13,single,true,false
James Ali,-308766,12,single,true,false
Zach Field,-69272,7,married,false,true
John Pixi,-66261,20,single,true,false
Ali George,-272308,16,single,false,false
Clive Clarke,-247486,2,married,false,false
Paul Hally,-232966,11,single,false,false
Maryam Hardy,-99833,8,divorced,true,true
Maryam Ornstein,-64571,3,single,true,true
James Stallman,-102405,17,married,false,false
Richard Lister,-75239,15,married,true,true
David Lister,-50271,0,married,true,false
Zeb Wesley,-319274,18,married,true,true
Sonny Levy,-166104,3,divorced,true,false
Sonny Stallman,-269761,2,divorced,false,false
John Stallman,-145210,16,divorced,true,false
Peter George,-198135,12,single,false,true
Maryam Wesley,-336981,6,married,false,false
Maryam Olsen,-184675,3,divorced,true,false
Bob Stallman,-101890,12,divorced,true,true
David Ornstein,-182691,8,divorced,false,false
Richard Lister,-264464,12,divorced,false,false
Maryam George,-339716,19,married,true,true
Maryam Hardy,-260700,8,divorced,false,false
Franklin Olsen,-340960,4,married,true,false
Ali Hardy,-270233,9,single,true,true
Franklin Field,-343125,4,single,true,false
Nerris Hardy,-249184,11,single,true,false
Peter Hardy,-62388,0,divorced,false,true
James Field,-37541,10,single,false,false
Clive Wesley,-263590,11,married,false,false
David Wesley,-236963,11,single,true,false
James Wesley,-229927,10,single,true,true
Daniel Stallman,-175559,0,divorced,true,false
Ali Harold,-189321,20,married,false,true
William Wesley,-269790,15,married,false,true
Peter Field,-266635,6,married,false,false
David Ornstein,-52977,1,married,false,true
Thomas Lister,-47247,6,married,false,true
Clive Lister,-118878,12,divorced,false,true
John Lister,-51878,18,single,true,true
Zeb Levy,-325718,6,married,true,true
Nerris Hardy,-344042,3,married,true,true
Richard Field,-318387,9,married,false,true
Maryam Hally,-213204,16,married,true,true
Annie Robertson,-158055,16,single,false,true
Clive Ousterhout,-46477,6,single,true,false
Richard Stallman,-29068,10,divorced,true,false
Sonny Pixi,-191929,14,married,true,false
William Clarke,-42864,16,divorced,false,false
David Ali,-316386,11,divorced,true,false
Paul Ousterhout,-110052,11,married,true,false
Nerris Robertson,-266214,11,divorced,true,false
Franklin Clarke,-66914,12,divorced,true,true
Daniel Clarke,-231460,18,divorced,false,true
Paul Lister,-279471,15,divorced,false,true
Clive Stallman,-179355,13,married,false,false
Peter Lister,-222847,12,married,false,false
Maryam Ousterhout,-129439,6,single,true,true
Daniel Wesley,-102174,19,married,false,false
Zeb Stallman,-88587,12,divorced,false,true
Nerris Hally,-176506,10,divorced,true,true
John Stallman,-10996,11,married,true,true
Zach Pixi,-107691,19,single,true,false
Bob Pixi,-325143,20,married,true,true
Ali Olsen,-130671,2,divorced,false,false
Paul Ali,-212114,3,married,true,true
Clive Stallman,-58874,16,married,false,true
Maryam Lister,-253532,14,single,true,false
Maryam Hardy,-139566,18,single,false,true
Maryam Ousterhout,-89593,5,married,true,false
Nerris Hardy,-202970,7,married,true,false
David Harold,-292885,8,divorced,true,true
Franklin Ornstein,-90173,8,single,true,true
James Wesley,-331358,8,married,true,false
John Levy,-23919,16,single,true,true
Thomas Field,-175388,4,married,false,true
Nerris Lister,-338223,14,married,true,false
John Hally,-32198,3,divorced,true,true
Maryam Harold,-26583,17,married,true,true
Zeb Olsen,-9461,6,divorced,true,false
Bob Ali,-186201,17,divorced,false,false
William Clarke,-222920,1,single,true,false
Sonny Robertson,-320273,18,single,false,true
Bob Ali,-232099,3,married,false,false
Maryam Stallman,-213367,19,divorced,false,true
Zach Levy,-87054,4,married,true,true
Zach Levy,-110155,12,married,false,false
John Pixi,-43629,2,married,false,true
Daniel Ousterhout,-41732,4,single,true,false
James Wesley,-144365,7,single,true,true
James Robertson,-312187,6,married,true,true
Peter Ousterhout,-292875,18,married,false,false
Thomas Olsen,-251330,9,single,true,true
David Ornstein,-195643,5,married,false,false
Paul Olsen,-116746,20,married,true,false
Clive Ornstein,-272274,8,divorced,false,true
Ali George,-114428,7,single,true,false
Ali Hally,-339495,12,single,false,true
Maryam Ali,-212548,6,single,true,false
Ali George,-157618,16,married,true,false
John Field,-69822,19,single,false,true
Paul Ousterhout,-107032,12,single,false,false
Zeb Robertson,-235755,11,divorced,false,true
Ali Hally,-272360,6,married,true,false
John Stallman,-43984,0,married,true,true
William Clarke,-309037,12,divorced,true,true
Ali Pixi,-165981,1,married,false,true
Sonny Robertson,-217399,6,married,false,false
Bob Ali,-151398,11,divorced,false,true
Ali George,-17196,15,married,true,true
Annie George,-242059,16,married,true,false
Sonny Stallman,-178208,16,married,true,false
Richard Harold,-145465,11,married,true,false
William Harold,-303847,18,divorced,true,false
Annie Ornstein,-136069,18,divorced,true,true
William Olsen,-332874,12,married,false,true
Zeb Wesley,-39341,0,married,false,false
John Ali,-273982,8,single,false,false
Clive Hardy,-189596,15,single,true,false
Maryam Lister,-142636,8,divorced,true,false
Paul Harold,-42772,4,married,true,false
William Hardy,-254523,1,married,false,true
Richard Field,-226928,11,divorced,false,true
Clive Harold,-290023,18,single,true,false
Peter Field,-39571,0,single,true,true
David Harold,-101959,6,single,true,true
Maryam Pixi,-18696,14,married,true,false
Zach Clarke,-322618,4,single,false,true
Franklin Ousterhout,-66882,2,married,true,false
Clive Olsen,-148129,11,divorced,true,true
Daniel Levy,-172504,15,married,true,true
Peter Ali,-80726,3,single,true,false
Daniel Clarke,-336392,13,married,true,true
Thomas Levy,-181981,10,single,false,false
Peter Harold,-313138,12,married,false,false
Zach Ornstein,-252847,12,married,false,true
Sonny Harold,-105933,7,divorced,true,false
John Ousterhout,-157147,8,single,false,false
Peter Olsen,-251340,20,married,true,false
Maryam Ali,-20552,11,divorced,false,true
John George,-131469,16,divorced,true,false
Maryam Wesley,-129206,10,divorced,false,false
John Ornstein,-33305,20,divorced,false,false
Nerris Hardy,-313433,8,single,true,true
Peter Ousterhout,-249966,20,divorced,true,true
Annie Levy,-250990,16,single,true,true
Nerris Robertson,-265883,8,single,false,true
Bob Pixi,-288802,11,divorced,false,false
Franklin Ousterhout,-208250,15,married,true,true
William Ousterhout,-113348,4,single,false,false
Thomas George,-234039,0,married,true,false
Maryam Pixi,-294557,2,divorced,false,false
Zach Ali,-18422,17,married,false,true
Zeb Lister,-272427,2,divorced,false,true
James Pixi,-79683,5,single,true,true
Franklin Stallman,-177770,16,single,false,true
Richard Ornstein,-76387,12,single,false,true
John Levy,-50401,16,divorced,false,true
Sonny Ali,-216492,17,married,false,true
David Harold,-293292,17,married,true,true
Thomas Lister,-70381,1,married,false,true
Ali Ornstein,-59698,5,divorced,true,false
Peter Levy,-292995,2,married,false,false
David Lister,-177585,14,divorced,true,false
Zeb Levy,-181033,1,divorced,false,true
Sonny Wesley,-128518,12,divorced,false,true
Zach Clarke,-125982,7,single,true,false
Nerris Clarke,-21207,1,married,true,true
Daniel Ousterhout,-41183,12,divorced,false,false
James Ali,-98082,10,single,true,false
Nerris Olsen,-293911,3,married,true,false
David Ali,-164953,9,married,false,false
Sonny Lister,-81920,17,married,true,false
Nerris Ali,-62722,20,married,false,true
David Ali,-314438,3,single,true,true
William Pixi,-35082,12,married,true,true
Richard Hardy,-83173,13,married,true,true
John Olsen,-206987,8,single,true,false
Richard Hally,-305390,15,married,true,false
Ali Field,-170838,15,divorced,false,false
Ali Pixi,-75462,0,divorced,false,false
James Lister,-282396,4,single,true,true
Bob Stallman,-59376,14,married,false,true
Bob Hardy,-135113,16,divorced,true,true
William Levy,-259931,6,divorced,true,false
William Olsen,-43440,3,single,true,true
Nerris Stallman,-198411,6,divorced,false,true
Zach Hally,-210217,4,married,false,true
Franklin Harold,-199909,8,divorced,true,false
Sonny Ali,-18198,13,divorced,false,true
Zeb Olsen,-50480,0,married,false,true
Franklin George,-56391,1,married,false,false
Thomas Ali,-55374,18,married,true,false
Richard Clarke,-161362,20,married,false,true
James Ornstein,-46465,17,single,false,true
Maryam Stallman,-329555,0,divorced,false,false
Richard Levy,-90858,10,divorced,false,false
Bob Ornstein,-72487,19,single,false,true
Franklin Stallman,-44050,17,divorced,true,false
Zach Olsen,-232068,13,married,false,false
Clive Lister,-323319,11,single,true,false
James Wesley,-15972,11,married,true,false
Richard Hally,-134787,8,single,false,true
Zach Olsen,-217441,5,divorced,true,true
Daniel Clarke,-290917,19,married,false,false
Franklin Wesley,-225615,13,divorced,false,true
Bob Lister,-287082,3,single,true,true
John Ali,-117875,16,single,false,false
Annie Clarke,-73423,20,single,true,false
Bob Ousterhout,-80932,5,single,false,false
Zeb Levy,-332328,16,married,true,true
Maryam George,-306555,16,single,true,false
Zeb Ousterhout,-243824,20,divorced,true,false
Maryam Robertson,-119300,6,single,false,true
David Ali,-159055,15,single,true,true
Clive Field,-163504,1,single,true,false
Nerris Field,-74746,8,single,false,true
Annie Ali,-193284,12,single,true,true
Franklin Levy,-136374,4,married,false,true
Richard Hardy,-319521,0,married,false,true
Bob George,-207925,7,divorced,true,false
John Hally,-233741,6,single,false,false
Peter Robertson,-265444,10,single,true,false
Zeb Clarke,-282247,8,single,false,true
Bob Field,-326990,5,single,false,true
Thomas Harold,-303662,16,single,true,true
Annie Lister,-193027,20,married,false,false
John Ali,-229562,0,divorced,true,true
Zach Robertson,-196014,10,married,false,true
James Hally,-214278,3,single,false,true
Richard George,-269578,19,single,false,true
Sonny Robertson,-338848,13,single,false,false
Franklin Field,-178021,15,single,true,true
Paul Ornstein,-190651,1,single,false,true
Paul Levy,-94860,5,single,true,true
Peter Ousterhout,-72399,2,married,true,false
Paul Pixi,-288032,10,divorced,false,false
Annie Ali,-161456,8,single,true,true
Sonny George,-304078,16,married,true,true
Paul Harold,-343883,16,married,true,false
Bob Stallman,-22443,14,divorced,false,true
Paul Ali,-154369,17,single,false,true
Daniel Ornstein,-291982,16,single,false,false
Maryam Ali,-332395,13,divorced,false,false
James Robertson,-13908,13,divorced,true,true
Ali Hardy,-276878,5,divorced,false,true
Richard George,-65546,6,single,false,false
Zeb Harold,-48909,9,single,true,false
Richard Pixi,-184213,6,single,true,false
Thomas Pixi,-39543,7,divorced,true,false
James Ali,-275541,11,divorced,false,false
James Robertson,-72734,0,married,true,true
Maryam Ali,-71068,1,married,true,true
Sonny Hardy,-137569,17,single,false,false
Richard Levy,-201559,2,married,false,false
John Hally,-346895,2,married,true,false
John Lister,-292487,11,divorced,true,false
Nerris Robertson,-227841,14,married,false,true
Clive Ornstein,-221743,12,married,false,false
Franklin Lister,-84354,18,divorced,true,false
Richard Lister,-213980,10,divorced,true,true
Bob Ousterhout,-278463,3,divorced,false,true
John Clarke,-303617,19,married,false,false
Annie Ornstein,-198786,7,married,false,true
John George,-138794,19,single,true,false
Franklin Clarke,-269938,13,divorced,true,false
Sonny Robertson,-305920,6,married,true,true
Peter Hally,-190356,5,divorced,true,false
Maryam Ali,-320617,7,divorced,false,false
Bob Harold,-73483,2,married,true,false
Annie Ornstein,-187381,2,divorced,true,false
William Stallman,-144275,14,divorced,true,false
James Clarke,-200054,8,divorced,true,true
Bob Hardy,-310400,2,single,false,true
Zach Levy,-129235,2,single,false,false
